"","StartupName","name","designation","otherInfo","education","skills","markets"
"424","indian-home-gourmet-pvt","irfanbandukwalla","Director","Founder Indian Home Gourmet Pvt. Ltd. • Studied at @Indian Institute Of Charted Accountants, @Mithibai College Of Commerce And Economics","Indian Institute Of Charted Accountants; Mithibai College Of Commerce And Economics","",""
"425","indian-home-gourmet-pvt","irfanbandukwalla","Director","Founder Indian Home Gourmet Pvt. Ltd. • Studied at @Indian Institute Of Charted Accountants, @Mithibai College Of Commerce And Economics","Indian Institute Of Charted Accountants; Mithibai College Of Commerce And Economics","Business Development; Business Strategy; Mergers and Acquisitions; Post Merger Integration (PMI); Revenue and Profit Growth; Start-Up CEO; Start-Ups",""
"426","travelkhana","pushpindersingh","","Founder @Travelkhana • Worked at @Sprint Communications, @Quark • Studied at @BITS Pilani , @Indian Institute of Technology (BHU) - Varanasi","BITS Pilani; Indian Institute of Technology (BHU) - Varanasi","",""
"427","travelkhana","pushpindersingh","","Founder @Travelkhana • Worked at @Sprint Communications, @Quark • Studied at @BITS Pilani , @Indian Institute of Technology (BHU) - Varanasi","BITS Pilani; Indian Institute of Technology (BHU) - Varanasi","Clean Technology; Consumer Internet; Enterprise Software; Mobile; Health Care",""
"428","shieldsquare","pavanthatha","CEO","Founder & CEO @ShieldSquare Anti-Scraping solution. Founded a 2FA security startup earlier. Worked at Philips. MBA from IIT Bombay","Indian Institute Of Technology - Bombay; National Institute of Technology, Warangal","","India; United States"
"429","shieldsquare","pavanthatha","CEO","Founder & CEO @ShieldSquare Anti-Scraping solution. Founded a 2FA security startup earlier. Worked at Philips. MBA from IIT Bombay","Indian Institute Of Technology - Bombay; National Institute of Technology, Warangal","India; United States",""
"430","shieldsquare","rakeshthatha","CTO","CoFounder & CTO of ShieldSquare - Anti Scraping Solution. Founded a 2FA security startup earlier. Worked with Computer Associates.","Indian Institute of Technology - Madras","","SaaS; Security"
"431","shieldsquare","rakeshthatha","CTO","CoFounder & CTO of ShieldSquare - Anti Scraping Solution. Founded a 2FA security startup earlier. Worked with Computer Associates.","Indian Institute of Technology - Madras","SaaS; Security",""
"432","shieldsquare","srikanthkonijeti","","VP Technology @ShieldSquare Anti Scraping Solution. Built and delivered multiple enterprise applications in the past for global multinationals.","","","Product Management; Release Management; Agile Software Develoment; Webservices; Java (J2SE, J2EE)"
"433","shieldsquare","srikanthkonijeti","","VP Technology @ShieldSquare Anti Scraping Solution. Built and delivered multiple enterprise applications in the past for global multinationals.","","Product Management; Release Management; Agile Software Develoment; Webservices; Java (J2SE, J2EE)",""
"434","greymeter","amangarg","Marketing & Operations","Founder at Greymeter, IgnitedV; @Sales/Marketing and Strategic Partnerships , @Business Development , Studied at Indian Institute of Technology, Delhi","Indian Institute of Technology - Delhi","","Product Marketing; Business Development; Business and Operations Strategy; Business Model Innovation; Internet; Sales and Marketing"
"435","greymeter","amangarg","Marketing & Operations","Founder at Greymeter, IgnitedV; @Sales/Marketing and Strategic Partnerships , @Business Development , Studied at Indian Institute of Technology, Delhi","Indian Institute of Technology - Delhi","Product Marketing; Business Development; Business and Operations Strategy; Business Model Innovation; Internet; Sales and Marketing",""
"436","greymeter","ningningniumai","CTO","Founder Greymeter. B.Tech at IIT Delhi. Freelancer at http://iitian.me. Designed and developed over 50 websites single handedly over the past 5 years.","Indian Institute of Technology - Delhi","","HTML; CSS; Javascript; jQuery; PHP; MySQL; CakePHP; PHP"
"437","greymeter","ningningniumai","CTO","Founder Greymeter. B.Tech at IIT Delhi. Freelancer at http://iitian.me. Designed and developed over 50 websites single handedly over the past 5 years.","Indian Institute of Technology - Delhi","HTML; CSS; Javascript; jQuery; PHP; MySQL; CakePHP; PHP",""
"438","greymeter","dheerajanand","Web Designing & Social Media Marketing","Founder at Greymeter, IgnitedV; @Web Design, @Social Media Marketing; Studied at Indian Institute of Technology, Delhi","Indian Institute of Technology - Delhi","","User Experience Design; Analytics & Reporting; Predictive Analytics; Bringing Ideas Into Life; Social Media Marketing; Coding; Drawing and Painting"
"439","greymeter","dheerajanand","Web Designing & Social Media Marketing","Founder at Greymeter, IgnitedV; @Web Design, @Social Media Marketing; Studied at Indian Institute of Technology, Delhi","Indian Institute of Technology - Delhi","User Experience Design; Analytics & Reporting; Predictive Analytics; Bringing Ideas Into Life; Social Media Marketing; Coding; Drawing and Painting",""
"440","greymeter","akshaybhagat","","B.Tech from IIT Delhi batch'2013. Co-founder of Greymeter.com. Investment Analyst certified by NSE. I believe a bit of doing is worth more than ton of talking.","Indian Institute of Technology - Delhi","","Entrepreneurship; Entrepreneur; Business Development; Business Strategy; Product Development; Business Operations"
"441","greymeter","akshaybhagat","","B.Tech from IIT Delhi batch'2013. Co-founder of Greymeter.com. Investment Analyst certified by NSE. I believe a bit of doing is worth more than ton of talking.","Indian Institute of Technology - Delhi","Entrepreneurship; Entrepreneur; Business Development; Business Strategy; Product Development; Business Operations",""
"442","hashtag-loyalty","krishifagwani","","Founder Hashtag Loyalty • Worked at @Cisco, @Ernst and Young • Studied at @University of Illinois, Urbana, Champaign","University of Illinois, Urbana, Champaign","",""
"443","hashtag-loyalty","krishifagwani","","Founder Hashtag Loyalty • Worked at @Cisco, @Ernst and Young • Studied at @University of Illinois, Urbana, Champaign","University of Illinois, Urbana, Champaign","Asia; New York City; Silicon Valley; Mumbai; India",""
"444","lurnq","tarunmitra","","Passionate about transforming business digitally @practicenext interested in Strategy, Marketing, EdTech, Fashion, Beer Founder/Ex-CEO @LurnQ, Ex-VP @aptechltd","University of Delhi","",""
"445","anchanto","vaibhavdabhade","CEO & Co-Founder","Founder Anchanto • Worked at @Welcome Real-time, @TransNet India • Studied at @Harvard Business School, @Indian Institute of Management - Calcutta","Harvard Business School; Indian Institute of Management - Calcutta; Pune Institute of Computer Technology","",""
"446","anchanto","abhimanyukashikar","CTO & Co-Founder","Co-Founder Anchanto • Worked in VLSI @ Wipro Technologies, TI. Studied @ Pune Institute of Computer Technology, @Narsee Monjee Institute Of Management Studies","Pune Institute of Computer Technology; Narsee Monjee Institute Of Management Studies","",""
"447","advenjo","alexphilips","Founder","CTO, Co-Founder at Advenjo. software Engineer out of high school. Strong technical background. The University of Nottingham, England,UK MSc, 2012","","Asia; New York City; Silicon Valley; Nottingham",""
"448","advenjo","lewiswebber","Founder","Founder @Fleava, CXO at Alunalun.id. Former Co-Founder & CCO @Advenjo, Former Co-Founder & COO @What2do.asia.","South Thames London","",""
"449","feetapart-wellness","ashrithg","Founder","Co-founder at FeetApart(http://t.co/v8q7LFvI0i), meditator, chess enthusiast","PES Institute of Technology; PESIT","",""
"450","idubba","rabigupta","CEO/Co-founder","CEO of @Eva. New Delhi to San Francisco. Previously built and sold @iCouchApp (1.5Mn+ active users, $75k in annual revenues). CNBC Young Turk. Hustler.","Bit, Meerut","","Consumer Products; Mobile; Connecting the Dots; Team Building; Leadership; Managing and Motivating Teams; Creative Problem Solving; User Experience Design; Product Management; Fund Raising; Relationship Building"
"451","idubba","rabigupta","CEO/Co-founder","CEO of @Eva. New Delhi to San Francisco. Previously built and sold @iCouchApp (1.5Mn+ active users, $75k in annual revenues). CNBC Young Turk. Hustler.","Bit, Meerut","Consumer Products; Mobile; Connecting the Dots; Team Building; Leadership; Managing and Motivating Teams; Creative Problem Solving; User Experience Design; Product Management; Fund Raising; Relationship Building",""
"452","verloop","gauravsingh","","Founder of Verloop. Previously tech @MagicX, co-founder @GoDeliver(acquired by MagicX), Worked at @vizury-interactive-solutions, @Lifetape.","Jabalpur Engineering College, Jabalpur 482 011","","Bengaluru; Singapore; San Francisco"
"453","verloop","gauravsingh","","Founder of Verloop. Previously tech @MagicX, co-founder @GoDeliver(acquired by MagicX), Worked at @vizury-interactive-solutions, @Lifetape.","Jabalpur Engineering College, Jabalpur 482 011","Bengaluru; Singapore; San Francisco",""
"454","zariya","japsimrankaur","Founder","@Zariya | Studying @Stanford University | Worked @Aarti Home, Kadapa, India","Stanford University","",""
"455","shopsense","farooqadam","","Founder @Fynd • Worked at @Opera Solutions • Investor @NexGear, @Truce , @SARAL DESIGNS • Studied at @Indian Institute Of Technology - Bombay","Indian Institute Of Technology - Bombay; Indian Institute Of Technology - Bombay","",""
"456","inonit-in","namratakothari","Head of Product Management and Content Strategy","VP @Amasia • Founder @Inonit.in • Worked at @Goldman Sachs, @AQR Capital Management • Studied at @Wharton School","Wharton School","",""
"457","inonit-in","namratakothari","Head of Product Management and Content Strategy","VP @Amasia • Founder @Inonit.in • Worked at @Goldman Sachs, @AQR Capital Management • Studied at @Wharton School","Wharton School","India",""
"458","inonit-in","meghnamittal","Head of Partnerships and Marketing","Founder Inonit.in • Worked at @Bear Stearns & Co., @Pratham Educational N.G.O • Studied at @Wharton School","Wharton School","",""
"459","inonit-in","meghnamittal","Head of Partnerships and Marketing","Founder Inonit.in • Worked at @Bear Stearns & Co., @Pratham Educational N.G.O • Studied at @Wharton School","Wharton School","India",""
"460","delyver","afsalsalu","","","Indian Institute of Management - Lucknow","",""
"461","psyinnovations","ritviksingh","CEO","Founder PsyInnovations • Traded and managed portfolio at @Deutsche Bank, @Citigroup • Studied at @Columbia University, @Indian Institute of Technology - Delhi","Columbia University; Indian Institute of Technology - Delhi","",""
"462","psyinnovations","navyasingh","Chief Scientific Officer","Founded PsyInnovations, worked @Columbia University, Brooklyn College. Doctorate in Psychology Yeshiva Univ, MA Psych Columbia Univ. Research in Rwanda","Columbia University; Yeshiva University","",""
"463","psyinnovations","stanmiroshnikov","CTO","","Columbia University","",""
"464","openlabs","sharoonthomas","","Engineer. Founder. CEO of Fulfil.IO #500strong B15
 
Passionate about making enterprise software available for small and mid-sized businesses.","Manchester Business School (Mbs); University of Manchester","Enterprise Resource Planning; Enterprise Software; Ecommerce",""
"465","openlabs","sharoonthomas","","Engineer. Founder. CEO of Fulfil.IO #500strong B15
 
Passionate about making enterprise software available for small and mid-sized businesses.","Manchester Business School (Mbs); University of Manchester","Python; SaaS; E-Commerce; ERP; ERP Implementations; tryton; Docker; Amazon Web Services; SaaS Sales; Sales and Marketing; Growth Hacking","Enterprise Resource Planning; Enterprise Software; Ecommerce"
"467","engineerai","sachindevduggal","Partner","Founder @Shoto @Nivio • Prev at @Deutsche Bank • Studied at @Massachusetts Institute of Technology, @Imperial College London Love our foundation to education 100m kids in 50 years. @World Economic Forum TP'09","Imperial College London; Massachusetts Institute of Technology","","C Sharp (C#); User Experience Design; Product Development; Product Marketing; Entrepreneurship; Creative Problem Solving; C; Cocoa; Amazon Web Services; Sales and Marketing; Visionary; Business Development; Unix/Win Administration and Scripting; Windows Server Administration; Brand and Identity Design"
